type,category,vacancy_type,vacancy,lastupdate,time of api
P,HOURLY,A,138,2021-04-28 05:41:04,2021-04-28 05:45:00+00:00
P,HOURLY,A,138,2021-04-28 05:57:04,2021-04-28 06:00:00+00:00
P,HOURLY,A,138,2021-04-28 06:11:03,2021-04-28 06:15:00+00:00
P,HOURLY,A,138,2021-04-28 06:27:04,2021-04-28 06:30:00+00:00
P,HOURLY,A,138,2021-04-28 06:41:03,2021-04-28 06:45:00+00:00
P,HOURLY,A,138,2021-04-28 06:57:08,2021-04-28 07:00:00+00:00
P,HOURLY,A,138,2021-04-28 07:11:03,2021-04-28 07:15:00+00:00
P,HOURLY,A,138,2021-04-28 07:27:03,2021-04-28 07:30:00+00:00
P,HOURLY,A,137,2021-04-28 07:41:03,2021-04-28 07:45:00+00:00
P,HOURLY,A,135,2021-04-28 07:57:04,2021-04-28 08:00:00+00:00
P,HOURLY,A,133,2021-04-28 08:11:04,2021-04-28 08:15:00+00:00
P,HOURLY,A,124,2021-04-28 08:27:04,2021-04-28 08:30:00+00:00
P,HOURLY,A,121,2021-04-28 08:41:03,2021-04-28 08:45:00+00:00
P,HOURLY,A,122,2021-04-28 08:57:04,2021-04-28 09:00:00+00:00
P,HOURLY,A,116,2021-04-28 09:11:03,2021-04-28 09:15:00+00:00
P,HOURLY,A,107,2021-04-28 09:25:04,2021-04-28 09:30:00+00:00
P,HOURLY,A,108,2021-04-28 09:41:04,2021-04-28 09:45:00+00:00
P,HOURLY,A,106,2021-04-28 09:57:04,2021-04-28 10:00:00+00:00
P,HOURLY,A,101,2021-04-28 10:13:04,2021-04-28 10:15:00+00:00
P,HOURLY,A,97,2021-04-28 10:27:10,2021-04-28 10:30:00+00:00
P,HOURLY,A,89,2021-04-28 10:41:03,2021-04-28 10:45:00+00:00
P,HOURLY,A,77,2021-04-28 10:57:04,2021-04-28 11:00:00+00:00
P,HOURLY,A,70,2021-04-28 11:13:03,2021-04-28 11:15:00+00:00
P,HOURLY,A,59,2021-04-28 11:27:05,2021-04-28 11:30:00+00:00
P,HOURLY,A,65,2021-04-28 11:41:04,2021-04-28 11:45:00+00:00
P,HOURLY,A,57,2021-04-28 11:57:04,2021-04-28 12:00:00+00:00
P,HOURLY,A,47,2021-04-28 12:13:04,2021-04-28 12:15:00+00:00
P,HOURLY,A,37,2021-04-28 12:27:10,2021-04-28 12:30:00+00:00
P,HOURLY,A,22,2021-04-28 12:41:04,2021-04-28 12:45:00+00:00
P,HOURLY,A,0,2021-04-28 12:57:04,2021-04-28 13:00:00+00:00
P,HOURLY,A,0,2021-04-28 13:13:04,2021-04-28 13:15:00+00:00
P,HOURLY,A,0,2021-04-28 13:27:04,2021-04-28 13:30:00+00:00
P,HOURLY,A,1,2021-04-28 13:43:04,2021-04-28 13:45:00+00:00
P,HOURLY,A,0,2021-04-28 13:57:03,2021-04-28 14:00:00+00:00
P,HOURLY,A,0,2021-04-28 14:11:03,2021-04-28 14:15:00+00:00
P,HOURLY,A,0,2021-04-28 14:27:04,2021-04-28 14:30:00+00:00
P,HOURLY,A,1,2021-04-28 14:43:04,2021-04-28 14:45:00+00:00
P,HOURLY,A,0,2021-04-28 14:57:03,2021-04-28 15:00:00+00:00
P,HOURLY,A,4,2021-04-28 15:11:03,2021-04-28 15:15:00+00:00
P,HOURLY,A,1,2021-04-28 15:27:04,2021-04-28 15:30:00+00:00
P,HOURLY,A,0,2021-04-28 15:43:04,2021-04-28 15:45:00+00:00
P,HOURLY,A,2,2021-04-28 15:57:03,2021-04-28 16:00:00+00:00
P,HOURLY,A,8,2021-04-28 16:13:04,2021-04-28 16:15:00+00:00
P,HOURLY,A,8,2021-04-28 16:27:04,2021-04-28 16:30:00+00:00
P,HOURLY,A,23,2021-04-28 16:57:03,2021-04-28 17:00:00+00:00
P,HOURLY,A,29,2021-04-28 17:13:34,2021-04-28 17:15:00+00:00
P,HOURLY,A,40,2021-04-28 17:27:05,2021-04-28 17:30:00+00:00
P,HOURLY,A,48,2021-04-28 17:41:04,2021-04-28 17:45:00+00:00
P,HOURLY,A,57,2021-04-28 17:57:04,2021-04-28 18:00:00+00:00
P,HOURLY,A,69,2021-04-28 18:13:04,2021-04-28 18:15:00+00:00
P,HOURLY,A,66,2021-04-28 18:27:09,2021-04-28 18:30:00+00:00
P,HOURLY,A,61,2021-04-28 18:43:03,2021-04-28 18:45:00+00:00
P,HOURLY,A,62,2021-04-28 18:57:04,2021-04-28 19:00:00+00:00
P,HOURLY,A,53,2021-04-28 19:11:04,2021-04-28 19:15:00+00:00
P,HOURLY,A,52,2021-04-28 19:27:04,2021-04-28 19:30:00+00:00
P,HOURLY,A,52,2021-04-28 19:41:04,2021-04-28 19:45:00+00:00
P,HOURLY,A,62,2021-04-28 19:57:04,2021-04-28 20:00:00+00:00
P,HOURLY,A,61,2021-04-28 20:13:04,2021-04-28 20:15:00+00:00
P,HOURLY,A,62,2021-04-28 20:27:04,2021-04-28 20:30:00+00:00
P,HOURLY,A,67,2021-04-28 20:43:04,2021-04-28 20:45:00+00:00
P,HOURLY,A,77,2021-04-28 20:57:04,2021-04-28 21:00:00+00:00
P,HOURLY,A,84,2021-04-28 21:13:03,2021-04-28 21:15:00+00:00
P,HOURLY,A,93,2021-04-28 21:27:04,2021-04-28 21:30:00+00:00
P,HOURLY,A,106,2021-04-28 21:41:03,2021-04-28 21:45:00+00:00
P,HOURLY,A,118,2021-04-28 21:57:03,2021-04-28 22:00:00+00:00
P,HOURLY,A,121,2021-04-28 22:11:04,2021-04-28 22:15:00+00:00
P,HOURLY,A,128,2021-04-28 22:27:05,2021-04-28 22:30:00+00:00
P,HOURLY,A,131,2021-04-28 22:41:04,2021-04-28 22:45:00+00:00
P,HOURLY,A,133,2021-04-28 22:57:04,2021-04-28 23:00:00+00:00
P,HOURLY,A,134,2021-04-28 23:11:04,2021-04-28 23:15:00+00:00
P,HOURLY,A,136,2021-04-28 23:27:04,2021-04-28 23:30:00+00:00
P,HOURLY,A,138,2021-04-28 23:41:04,2021-04-28 23:45:00+00:00
P,HOURLY,A,138,2021-04-28 23:57:04,2021-04-29 00:00:00+00:00
P,HOURLY,A,137,2021-04-29 00:13:04,2021-04-29 00:15:00+00:00
P,HOURLY,A,138,2021-04-29 00:27:03,2021-04-29 00:30:00+00:00
P,HOURLY,A,139,2021-04-29 00:42:04,2021-04-29 00:45:00+00:00
P,HOURLY,A,139,2021-04-29 00:57:03,2021-04-29 01:00:00+00:00
P,HOURLY,A,139,2021-04-29 01:11:04,2021-04-29 01:15:00+00:00
P,HOURLY,A,139,2021-04-29 01:27:17,2021-04-29 01:30:00+00:00
P,HOURLY,A,139,2021-04-29 01:43:03,2021-04-29 01:45:00+00:00
P,HOURLY,A,139,2021-04-29 01:57:03,2021-04-29 02:00:00+00:00
P,HOURLY,A,139,2021-04-29 02:13:03,2021-04-29 02:15:00+00:00
P,HOURLY,A,139,2021-04-29 02:27:10,2021-04-29 02:30:00+00:00
P,HOURLY,A,139,2021-04-29 02:43:03,2021-04-29 02:45:00+00:00
P,HOURLY,A,139,2021-04-29 02:57:04,2021-04-29 03:00:00+00:00
P,HOURLY,A,139,2021-04-29 03:13:04,2021-04-29 03:15:00+00:00
P,HOURLY,A,139,2021-04-29 03:27:04,2021-04-29 03:30:00+00:00
P,HOURLY,A,139,2021-04-29 03:41:04,2021-04-29 03:45:00+00:00
P,HOURLY,A,139,2021-04-29 03:57:03,2021-04-29 04:00:00+00:00
P,HOURLY,A,139,2021-04-29 04:11:04,2021-04-29 04:15:00+00:00
P,HOURLY,A,139,2021-04-29 04:27:03,2021-04-29 04:30:00+00:00
P,HOURLY,A,139,2021-04-29 04:43:05,2021-04-29 04:45:00+00:00
P,HOURLY,A,139,2021-04-29 04:57:05,2021-04-29 05:00:00+00:00
P,HOURLY,A,139,2021-04-29 05:13:03,2021-04-29 05:15:00+00:00
P,HOURLY,A,139,2021-04-29 05:27:03,2021-04-29 05:30:00+00:00
P,HOURLY,A,139,2021-04-29 05:42:03,2021-04-29 05:45:00+00:00
P,HOURLY,A,139,2021-04-29 05:57:04,2021-04-29 06:00:00+00:00
P,HOURLY,A,139,2021-04-29 06:13:04,2021-04-29 06:15:00+00:00
P,HOURLY,A,139,2021-04-29 06:27:03,2021-04-29 06:30:00+00:00
P,HOURLY,A,139,2021-04-29 06:43:03,2021-04-29 06:45:00+00:00
P,HOURLY,A,139,2021-04-29 06:57:04,2021-04-29 07:00:00+00:00
P,HOURLY,A,139,2021-04-29 07:13:04,2021-04-29 07:15:00+00:00
P,HOURLY,A,139,2021-04-29 07:27:03,2021-04-29 07:30:00+00:00
P,HOURLY,A,137,2021-04-29 07:41:03,2021-04-29 07:45:00+00:00
P,HOURLY,A,135,2021-04-29 07:57:03,2021-04-29 08:00:00+00:00
P,HOURLY,A,134,2021-04-29 08:11:03,2021-04-29 08:15:00+00:00
P,HOURLY,A,132,2021-04-29 08:27:04,2021-04-29 08:30:00+00:00
P,HOURLY,A,128,2021-04-29 08:41:05,2021-04-29 08:45:00+00:00
P,HOURLY,A,128,2021-04-29 08:57:03,2021-04-29 09:00:00+00:00
P,HOURLY,A,125,2021-04-29 09:11:04,2021-04-29 09:15:00+00:00
P,HOURLY,A,122,2021-04-29 09:27:04,2021-04-29 09:30:00+00:00
P,HOURLY,A,115,2021-04-29 09:43:03,2021-04-29 09:45:00+00:00
P,HOURLY,A,113,2021-04-29 09:57:03,2021-04-29 10:00:00+00:00
P,HOURLY,A,107,2021-04-29 10:11:04,2021-04-29 10:15:00+00:00
P,HOURLY,A,96,2021-04-29 10:27:03,2021-04-29 10:30:00+00:00
P,HOURLY,A,95,2021-04-29 10:41:04,2021-04-29 10:45:00+00:00
P,HOURLY,A,82,2021-04-29 10:57:04,2021-04-29 11:00:00+00:00
P,HOURLY,A,75,2021-04-29 11:13:04,2021-04-29 11:15:00+00:00
P,HOURLY,A,66,2021-04-29 11:27:03,2021-04-29 11:30:00+00:00
P,HOURLY,A,58,2021-04-29 11:43:04,2021-04-29 11:45:00+00:00
P,HOURLY,A,44,2021-04-29 11:57:04,2021-04-29 12:00:00+00:00
P,HOURLY,A,25,2021-04-29 12:13:04,2021-04-29 12:15:00+00:00
P,HOURLY,A,14,2021-04-29 12:27:04,2021-04-29 12:30:00+00:00
P,HOURLY,A,3,2021-04-29 12:43:04,2021-04-29 12:45:00+00:00
P,HOURLY,A,0,2021-04-29 12:57:04,2021-04-29 13:00:00+00:00
P,HOURLY,A,0,2021-04-29 13:13:03,2021-04-29 13:15:00+00:00
P,HOURLY,A,1,2021-04-29 13:27:04,2021-04-29 13:30:00+00:00
P,HOURLY,A,0,2021-04-29 13:41:04,2021-04-29 13:45:00+00:00
P,HOURLY,A,0,2021-04-29 13:57:06,2021-04-29 14:00:00+00:00
P,HOURLY,A,0,2021-04-29 14:13:05,2021-04-29 14:15:00+00:00
P,HOURLY,A,0,2021-04-29 14:27:03,2021-04-29 14:30:00+00:00
P,HOURLY,A,1,2021-04-29 14:41:04,2021-04-29 14:45:00+00:00
P,HOURLY,A,1,2021-04-29 14:57:04,2021-04-29 15:00:00+00:00
P,HOURLY,A,0,2021-04-29 15:13:04,2021-04-29 15:15:00+00:00
P,HOURLY,A,3,2021-04-29 15:27:05,2021-04-29 15:30:00+00:00
P,HOURLY,A,2,2021-04-29 15:41:03,2021-04-29 15:45:00+00:00
P,HOURLY,A,8,2021-04-29 15:57:04,2021-04-29 16:00:00+00:00
P,HOURLY,A,6,2021-04-29 16:13:03,2021-04-29 16:15:00+00:00
P,HOURLY,A,11,2021-04-29 16:27:04,2021-04-29 16:30:00+00:00
P,HOURLY,A,7,2021-04-29 16:41:03,2021-04-29 16:45:00+00:00
P,HOURLY,A,6,2021-04-29 16:57:04,2021-04-29 17:00:00+00:00
P,HOURLY,A,19,2021-04-29 17:13:04,2021-04-29 17:15:00+00:00
P,HOURLY,A,21,2021-04-29 17:27:03,2021-04-29 17:30:00+00:00
P,HOURLY,A,25,2021-04-29 17:41:04,2021-04-29 17:45:00+00:00
P,HOURLY,A,27,2021-04-29 17:57:03,2021-04-29 18:00:00+00:00
P,HOURLY,A,31,2021-04-29 18:13:03,2021-04-29 18:15:00+00:00
P,HOURLY,A,34,2021-04-29 18:27:04,2021-04-29 18:30:00+00:00
P,HOURLY,A,46,2021-04-29 18:43:04,2021-04-29 18:45:00+00:00
P,HOURLY,A,52,2021-04-29 18:57:03,2021-04-29 19:00:00+00:00
P,HOURLY,A,49,2021-04-29 19:11:04,2021-04-29 19:15:00+00:00
P,HOURLY,A,42,2021-04-29 19:27:03,2021-04-29 19:30:00+00:00
P,HOURLY,A,44,2021-04-29 19:43:03,2021-04-29 19:45:00+00:00
P,HOURLY,A,46,2021-04-29 19:57:04,2021-04-29 20:00:00+00:00
P,HOURLY,A,46,2021-04-29 20:13:04,2021-04-29 20:15:00+00:00
P,HOURLY,A,52,2021-04-29 20:28:04,2021-04-29 20:30:00+00:00
P,HOURLY,A,59,2021-04-29 20:43:04,2021-04-29 20:45:00+00:00
P,HOURLY,A,65,2021-04-29 20:57:04,2021-04-29 21:00:00+00:00
P,HOURLY,A,73,2021-04-29 21:13:04,2021-04-29 21:15:00+00:00
P,HOURLY,A,79,2021-04-29 21:27:03,2021-04-29 21:30:00+00:00
P,HOURLY,A,90,2021-04-29 21:41:03,2021-04-29 21:45:00+00:00
P,HOURLY,A,101,2021-04-29 21:57:03,2021-04-29 22:00:00+00:00
P,HOURLY,A,117,2021-04-29 22:11:04,2021-04-29 22:15:00+00:00
P,HOURLY,A,128,2021-04-29 22:27:04,2021-04-29 22:30:00+00:00
P,HOURLY,A,133,2021-04-29 22:43:04,2021-04-29 22:45:00+00:00
P,HOURLY,A,135,2021-04-29 22:57:03,2021-04-29 23:00:00+00:00
P,HOURLY,A,137,2021-04-29 23:11:04,2021-04-29 23:15:00+00:00
P,HOURLY,A,137,2021-04-29 23:27:04,2021-04-29 23:30:00+00:00
P,HOURLY,A,137,2021-04-29 23:43:04,2021-04-29 23:45:00+00:00
P,HOURLY,A,137,2021-04-29 23:58:07,2021-04-30 00:00:00+00:00
P,HOURLY,A,138,2021-04-30 00:13:03,2021-04-30 00:15:00+00:00
P,HOURLY,A,138,2021-04-30 00:27:03,2021-04-30 00:30:00+00:00
P,HOURLY,A,138,2021-04-30 00:41:04,2021-04-30 00:45:00+00:00
P,HOURLY,A,138,2021-04-30 00:57:04,2021-04-30 01:00:00+00:00
P,HOURLY,A,138,2021-04-30 01:11:04,2021-04-30 01:15:00+00:00
P,HOURLY,A,138,2021-04-30 01:27:04,2021-04-30 01:30:00+00:00
P,HOURLY,A,138,2021-04-30 01:41:03,2021-04-30 01:45:00+00:00
P,HOURLY,A,138,2021-04-30 01:57:03,2021-04-30 02:00:00+00:00
P,HOURLY,A,138,2021-04-30 02:11:04,2021-04-30 02:15:00+00:00
P,HOURLY,A,138,2021-04-30 02:27:03,2021-04-30 02:30:00+00:00
P,HOURLY,A,138,2021-04-30 02:43:04,2021-04-30 02:45:00+00:00
P,HOURLY,A,138,2021-04-30 02:57:03,2021-04-30 03:00:00+00:00
P,HOURLY,A,138,2021-04-30 03:13:04,2021-04-30 03:15:00+00:00
P,HOURLY,A,138,2021-04-30 03:27:03,2021-04-30 03:30:00+00:00
P,HOURLY,A,138,2021-04-30 03:41:04,2021-04-30 03:45:00+00:00
P,HOURLY,A,138,2021-04-30 03:57:04,2021-04-30 04:00:00+00:00
P,HOURLY,A,138,2021-04-30 04:13:04,2021-04-30 04:15:00+00:00
P,HOURLY,A,138,2021-04-30 04:27:04,2021-04-30 04:30:00+00:00
P,HOURLY,A,138,2021-04-30 04:41:04,2021-04-30 04:45:00+00:00
P,HOURLY,A,138,2021-04-30 04:57:04,2021-04-30 05:00:00+00:00
P,HOURLY,A,138,2021-04-30 05:11:04,2021-04-30 05:15:00+00:00
P,HOURLY,A,138,2021-04-30 05:27:03,2021-04-30 05:30:00+00:00
P,HOURLY,A,138,2021-04-30 05:43:04,2021-04-30 05:45:00+00:00
P,HOURLY,A,138,2021-04-30 05:57:04,2021-04-30 06:00:00+00:00
P,HOURLY,A,138,2021-04-30 06:13:03,2021-04-30 06:15:00+00:00
P,HOURLY,A,138,2021-04-30 06:27:03,2021-04-30 06:30:00+00:00
P,HOURLY,A,138,2021-04-30 06:43:04,2021-04-30 06:45:00+00:00
P,HOURLY,A,138,2021-04-30 06:57:04,2021-04-30 07:00:00+00:00
P,HOURLY,A,138,2021-04-30 07:11:03,2021-04-30 07:15:00+00:00
P,HOURLY,A,138,2021-04-30 07:27:04,2021-04-30 07:30:00+00:00
P,HOURLY,A,135,2021-04-30 07:41:03,2021-04-30 07:45:00+00:00
P,HOURLY,A,133,2021-04-30 07:57:04,2021-04-30 08:00:00+00:00
P,HOURLY,A,129,2021-04-30 08:11:03,2021-04-30 08:15:00+00:00
P,HOURLY,A,125,2021-04-30 08:27:04,2021-04-30 08:30:00+00:00
P,HOURLY,A,125,2021-04-30 08:43:05,2021-04-30 08:45:00+00:00
P,HOURLY,A,123,2021-04-30 08:57:03,2021-04-30 09:00:00+00:00
P,HOURLY,A,117,2021-04-30 09:11:04,2021-04-30 09:15:00+00:00
P,HOURLY,A,113,2021-04-30 09:27:04,2021-04-30 09:30:00+00:00
P,HOURLY,A,111,2021-04-30 09:41:03,2021-04-30 09:45:00+00:00
P,HOURLY,A,110,2021-04-30 09:57:03,2021-04-30 10:00:00+00:00
P,HOURLY,A,104,2021-04-30 10:13:04,2021-04-30 10:15:00+00:00
P,HOURLY,A,100,2021-04-30 10:27:03,2021-04-30 10:30:00+00:00
P,HOURLY,A,86,2021-04-30 10:41:04,2021-04-30 10:45:00+00:00
P,HOURLY,A,83,2021-04-30 10:57:04,2021-04-30 11:00:00+00:00
P,HOURLY,A,74,2021-04-30 11:13:04,2021-04-30 11:15:00+00:00
P,HOURLY,A,62,2021-04-30 11:27:04,2021-04-30 11:30:00+00:00
P,HOURLY,A,67,2021-04-30 11:41:03,2021-04-30 11:45:00+00:00
P,HOURLY,A,52,2021-04-30 11:57:03,2021-04-30 12:00:00+00:00
P,HOURLY,A,45,2021-04-30 12:13:04,2021-04-30 12:15:00+00:00
P,HOURLY,A,28,2021-04-30 12:27:03,2021-04-30 12:30:00+00:00
P,HOURLY,A,23,2021-04-30 12:43:04,2021-04-30 12:45:00+00:00
P,HOURLY,A,16,2021-04-30 12:57:04,2021-04-30 13:00:00+00:00
P,HOURLY,A,16,2021-04-30 13:11:04,2021-04-30 13:15:00+00:00
P,HOURLY,A,14,2021-04-30 13:27:04,2021-04-30 13:30:00+00:00
P,HOURLY,A,16,2021-04-30 13:41:03,2021-04-30 13:45:00+00:00
P,HOURLY,A,21,2021-04-30 13:57:03,2021-04-30 14:00:00+00:00
P,HOURLY,A,18,2021-04-30 14:13:03,2021-04-30 14:15:00+00:00
P,HOURLY,A,21,2021-04-30 14:27:04,2021-04-30 14:30:00+00:00
P,HOURLY,A,25,2021-04-30 14:41:04,2021-04-30 14:45:00+00:00
P,HOURLY,A,17,2021-04-30 14:57:04,2021-04-30 15:00:00+00:00
P,HOURLY,A,19,2021-04-30 15:13:03,2021-04-30 15:15:00+00:00
P,HOURLY,A,18,2021-04-30 15:27:04,2021-04-30 15:30:00+00:00
P,HOURLY,A,22,2021-04-30 15:41:04,2021-04-30 15:45:00+00:00
P,HOURLY,A,24,2021-04-30 15:57:04,2021-04-30 16:00:00+00:00
P,HOURLY,A,23,2021-04-30 16:27:04,2021-04-30 16:30:00+00:00
P,HOURLY,A,20,2021-04-30 16:43:04,2021-04-30 16:45:00+00:00
P,HOURLY,A,16,2021-04-30 16:57:03,2021-04-30 17:00:00+00:00
P,HOURLY,A,19,2021-04-30 17:13:03,2021-04-30 17:15:00+00:00
P,HOURLY,A,25,2021-04-30 17:27:04,2021-04-30 17:30:00+00:00
P,HOURLY,A,35,2021-04-30 17:41:04,2021-04-30 17:45:00+00:00
P,HOURLY,A,40,2021-04-30 17:57:04,2021-04-30 18:00:00+00:00
P,HOURLY,A,33,2021-04-30 18:13:04,2021-04-30 18:15:00+00:00
P,HOURLY,A,25,2021-04-30 18:27:04,2021-04-30 18:30:00+00:00
P,HOURLY,A,19,2021-04-30 18:41:04,2021-04-30 18:45:00+00:00
P,HOURLY,A,7,2021-04-30 18:57:03,2021-04-30 19:00:00+00:00
P,HOURLY,A,7,2021-04-30 19:11:03,2021-04-30 19:15:00+00:00
P,HOURLY,A,0,2021-04-30 19:27:04,2021-04-30 19:30:00+00:00
P,HOURLY,A,0,2021-04-30 19:41:03,2021-04-30 19:45:00+00:00
P,HOURLY,A,2,2021-04-30 19:57:04,2021-04-30 20:00:00+00:00
P,HOURLY,A,3,2021-04-30 20:11:04,2021-04-30 20:15:00+00:00
P,HOURLY,A,18,2021-04-30 20:41:07,2021-04-30 20:45:00+00:00
P,HOURLY,A,26,2021-04-30 20:57:04,2021-04-30 21:00:00+00:00
P,HOURLY,A,29,2021-04-30 21:11:03,2021-04-30 21:15:00+00:00
P,HOURLY,A,43,2021-04-30 21:27:03,2021-04-30 21:30:00+00:00
P,HOURLY,A,54,2021-04-30 21:43:03,2021-04-30 21:45:00+00:00
P,HOURLY,A,65,2021-04-30 21:57:04,2021-04-30 22:00:00+00:00
P,HOURLY,A,84,2021-04-30 22:13:06,2021-04-30 22:15:00+00:00
P,HOURLY,A,110,2021-04-30 22:27:04,2021-04-30 22:30:00+00:00
P,HOURLY,A,118,2021-04-30 22:41:04,2021-04-30 22:45:00+00:00
P,HOURLY,A,122,2021-04-30 22:57:04,2021-04-30 23:00:00+00:00
P,HOURLY,A,128,2021-04-30 23:11:04,2021-04-30 23:15:00+00:00
P,HOURLY,A,134,2021-04-30 23:27:04,2021-04-30 23:30:00+00:00
P,HOURLY,A,135,2021-04-30 23:43:03,2021-04-30 23:45:00+00:00
P,HOURLY,A,137,2021-04-30 23:57:04,2021-05-01 00:00:00+00:00
P,HOURLY,A,137,2021-05-01 00:13:03,2021-05-01 00:15:00+00:00
P,HOURLY,A,137,2021-05-01 00:27:03,2021-05-01 00:30:00+00:00
P,HOURLY,A,137,2021-05-01 00:41:03,2021-05-01 00:45:00+00:00
P,HOURLY,A,137,2021-05-01 00:57:03,2021-05-01 01:00:00+00:00
P,HOURLY,A,137,2021-05-01 01:11:03,2021-05-01 01:15:00+00:00
P,HOURLY,A,137,2021-05-01 01:27:03,2021-05-01 01:30:00+00:00
P,HOURLY,A,137,2021-05-01 01:43:03,2021-05-01 01:45:00+00:00
P,HOURLY,A,137,2021-05-01 01:57:04,2021-05-01 02:00:00+00:00
P,HOURLY,A,137,2021-05-01 02:13:04,2021-05-01 02:15:00+00:00
P,HOURLY,A,137,2021-05-01 02:27:04,2021-05-01 02:30:00+00:00
P,HOURLY,A,137,2021-05-01 02:43:03,2021-05-01 02:45:00+00:00
P,HOURLY,A,137,2021-05-01 02:57:03,2021-05-01 03:00:00+00:00
P,HOURLY,A,137,2021-05-01 03:13:04,2021-05-01 03:15:00+00:00
P,HOURLY,A,137,2021-05-01 03:27:04,2021-05-01 03:30:00+00:00
P,HOURLY,A,137,2021-05-01 03:43:03,2021-05-01 03:45:00+00:00
P,HOURLY,A,137,2021-05-01 03:57:04,2021-05-01 04:00:00+00:00
P,HOURLY,A,137,2021-05-01 04:11:03,2021-05-01 04:15:00+00:00
P,HOURLY,A,137,2021-05-01 04:27:04,2021-05-01 04:30:00+00:00
P,HOURLY,A,137,2021-05-01 04:43:04,2021-05-01 04:45:00+00:00
P,HOURLY,A,137,2021-05-01 04:57:04,2021-05-01 05:00:00+00:00
P,HOURLY,A,137,2021-05-01 05:13:03,2021-05-01 05:15:00+00:00
P,HOURLY,A,137,2021-05-01 05:27:03,2021-05-01 05:30:00+00:00
P,HOURLY,A,137,2021-05-01 05:41:03,2021-05-01 05:45:00+00:00
P,HOURLY,A,137,2021-05-01 05:57:03,2021-05-01 06:00:00+00:00
P,HOURLY,A,137,2021-05-01 06:11:03,2021-05-01 06:15:00+00:00
P,HOURLY,A,137,2021-05-01 06:27:03,2021-05-01 06:30:00+00:00
P,HOURLY,A,137,2021-05-01 06:41:03,2021-05-01 06:45:00+00:00
P,HOURLY,A,137,2021-05-01 06:57:03,2021-05-01 07:00:00+00:00
P,HOURLY,A,137,2021-05-01 07:11:03,2021-05-01 07:15:00+00:00
P,HOURLY,A,137,2021-05-01 07:27:07,2021-05-01 07:30:00+00:00
P,HOURLY,A,136,2021-05-01 07:41:03,2021-05-01 07:45:00+00:00
P,HOURLY,A,135,2021-05-01 07:57:04,2021-05-01 08:00:00+00:00
P,HOURLY,A,136,2021-05-01 08:13:03,2021-05-01 08:15:00+00:00
P,HOURLY,A,134,2021-05-01 08:27:03,2021-05-01 08:30:00+00:00
P,HOURLY,A,131,2021-05-01 08:43:04,2021-05-01 08:45:00+00:00
P,HOURLY,A,130,2021-05-01 08:57:03,2021-05-01 09:00:00+00:00
P,HOURLY,A,129,2021-05-01 09:11:03,2021-05-01 09:15:00+00:00
P,HOURLY,A,124,2021-05-01 09:27:04,2021-05-01 09:30:00+00:00
P,HOURLY,A,116,2021-05-01 09:43:04,2021-05-01 09:45:00+00:00
P,HOURLY,A,113,2021-05-01 09:57:04,2021-05-01 10:00:00+00:00
P,HOURLY,A,105,2021-05-01 10:13:04,2021-05-01 10:15:00+00:00
P,HOURLY,A,99,2021-05-01 10:27:04,2021-05-01 10:30:00+00:00
P,HOURLY,A,94,2021-05-01 10:43:04,2021-05-01 10:45:00+00:00
P,HOURLY,A,93,2021-05-01 10:57:03,2021-05-01 11:00:00+00:00
P,HOURLY,A,87,2021-05-01 11:13:04,2021-05-01 11:15:00+00:00
P,HOURLY,A,75,2021-05-01 11:27:04,2021-05-01 11:30:00+00:00
P,HOURLY,A,59,2021-05-01 11:41:04,2021-05-01 11:45:00+00:00
P,HOURLY,A,33,2021-05-01 11:57:03,2021-05-01 12:00:00+00:00
P,HOURLY,A,13,2021-05-01 12:13:04,2021-05-01 12:15:00+00:00
P,HOURLY,A,0,2021-05-01 12:27:07,2021-05-01 12:30:00+00:00
P,HOURLY,A,0,2021-05-01 12:43:03,2021-05-01 12:45:00+00:00
P,HOURLY,A,0,2021-05-01 12:57:03,2021-05-01 13:00:00+00:00
P,HOURLY,A,0,2021-05-01 13:13:04,2021-05-01 13:15:00+00:00
P,HOURLY,A,3,2021-05-01 13:43:09,2021-05-01 13:45:00+00:00
P,HOURLY,A,0,2021-05-01 13:57:03,2021-05-01 14:00:00+00:00
P,HOURLY,A,1,2021-05-01 14:13:04,2021-05-01 14:15:00+00:00
P,HOURLY,A,5,2021-05-01 14:27:04,2021-05-01 14:30:00+00:00
P,HOURLY,A,1,2021-05-01 14:41:04,2021-05-01 14:45:00+00:00
P,HOURLY,A,9,2021-05-01 14:57:03,2021-05-01 15:00:00+00:00
P,HOURLY,A,13,2021-05-01 15:13:04,2021-05-01 15:15:00+00:00
P,HOURLY,A,11,2021-05-01 15:27:04,2021-05-01 15:30:00+00:00
P,HOURLY,A,11,2021-05-01 15:41:03,2021-05-01 15:45:00+00:00
P,HOURLY,A,7,2021-05-01 15:57:03,2021-05-01 16:00:00+00:00
P,HOURLY,A,12,2021-05-01 16:13:07,2021-05-01 16:15:00+00:00
P,HOURLY,A,13,2021-05-01 16:27:04,2021-05-01 16:30:00+00:00
P,HOURLY,A,19,2021-05-01 16:41:04,2021-05-01 16:45:00+00:00
P,HOURLY,A,21,2021-05-01 16:57:03,2021-05-01 17:00:00+00:00
P,HOURLY,A,12,2021-05-01 17:11:04,2021-05-01 17:15:00+00:00
P,HOURLY,A,14,2021-05-01 17:27:04,2021-05-01 17:30:00+00:00
